original_id,numeric_id
C1006952371,210
C1007032391,211
C1007076085,212
C100708535,213
C1007094494,214
C1007112297,215
C1007128813,216
C1007135217,217
C1007146756,218
C1007182889,219
C1007251739,220
C1007314489,221
C1007360931,222
C1007392323,223
C1007402143,224
C1007414186,225
C1007429494,226
C1007483565,227
C100751767,228
C1007550632,229
C1007568224,230
C100763177,231
C1007660652,232
C1007678743,233
C1007684564,234
C1007714612,235
C1007717381,236
C100785968,237
C1007873666,238
C1007876221,239
C1007881394,240
C100795299,241
C1008034073,242
C1008036274,243
C1008038842,244
C1008085453,245
C1008188683,246
C1008249839,247
C1008261936,248
C1008310164,249
C1008329124,250
C1008345714,251
C1008349458,252
C1008352930,253
C1008360407,254
C1008364940,255
C1008414052,256
C1008419233,257
C1008440515,258
C1008442738,259
C1008457718,260
C1008462484,261
C1008541433,262
C1008554825,263
C1008561904,264
C1008589947,265
C1008608255,266
C1008612116,267
C1008684017,268
C100868921,269
C1008689929,270
C1008719274,271
C1008753294,272
C1008757853,273
C1008774102,274
C100885117,275
C1008934993,276
C1008947948,277
C1008977493,278
C1009082041,279
C1009101830,280
C100915781,281
C1009163703,282
C1009195400,283
C1009218257,284
C1009226940,285
C1009383102,286
C1009540213,287
C1009554451,288
C1009574362,289
C1009638012,290
C1009658533,291
C1009770787,292
C100984998,293
C100985205,294
C1009862955,295
C1009893576,296
C1009916891,297
C1009972184,298
C1009997767,299
C1010013100,300
C1010022003,301
C1010035747,302
C1010271040,303
C1010306008,304
C1010374354,305
C1010411893,306
C1010419513,307
C1010525259,308
C1010528439,309
C1010575630,310
C101061252,311
C1010618682,312
C1010620325,313
C1010625414,314
C1010695746,315
C1010729361,316
C1010756287,317
C1010757476,318
C1010765614,319
C1010771045,320
C1010786760,321
C1010805519,322
C101084405,323
C1010930977,324
C1010947304,325
C1010968386,326
C1010971109,327
C1011044643,328
C1011054162,329
C1011083480,330
C1011084517,331
C1011092479,332
C1011104118,333
C101116530,334
C1011188961,335
C1011284745,336
C1011286303,337
C1011309041,338
C1011339620,339
C101142253,340
C1011433682,341
C1011452129,342
C1011463560,343
C1011464970,344
C1011481270,345
C1011511564,346
C1011519388,347
C1011566381,348
C1011568940,349
C1011573095,350
C101158488,351
C1011599868,352
C101161487,353
C101162911,354
C1011684354,355
C101179743,356
C1011800463,357
C1011810439,358
C1011919970,359
C1011978939,360
C1012021826,361
C1012108597,362
C1012113410,363
C1012162852,364
C1012183709,365
C1012194796,366
C101219677,367
C1012229442,368
C1012342988,369
C1012349956,370
C1012364136,371
C101237996,372
C1012471122,373
C1012472328,374
C1012484696,375
C1012484857,376
C1012552887,377
C1012567275,378
C101256976,379
C1012571819,380
C1012579905,381
C101269600,382
C1012707347,383
C1012776440,384
C1012785532,385
C1012846481,386
C1012902452,387
C1012945516,388
C1013015095,389
C1013083018,390
C1013086470,391
C1013097003,392
C1013104188,393
C101319115,394
C1013376313,395
C1013410630,396
C1013435877,397
C101345899,398
C1013491807,399
C1013499668,400
C1013511446,401
C1013528106,402
C1013556637,403
C1013561013,404
C1013578524,405
C101360689,406
C1013644121,407
C1013700132,408
C1013772590,409
C1013795861,410
C1013835074,411
C1013837478,412
C1013860172,413
C1013879180,414
C1013885854,415
C1013924367,416
C1013927772,417
C1013953793,418
C1014050670,419
C1014071026,420
C1014109778,421
C1014129941,422
C1014141231,423
C1014154376,424
C1014159739,425
C1014255081,426
C1014333685,427
C1014333901,428
C1014421488,429
C1014466471,430
C1014579656,431
C1014635029,432
C1014681106,433
C1014698874,434
C1014710050,435
C1014856099,436
C1014881069,437
C10148830,438
C1014923261,439
C1014935920,440
C1014941698,441
C1014967984,442
C1014991909,443
C1015065411,444
C1015070306,445
C1015080250,446
C1015122628,447
C1015129370,448
C1015139714,449
C1015187389,450
C1015263924,451
C1015278026,452
C101529156,453
C1015353794,454
C1015353994,455
C1015401873,456
C1015413072,457
C1015516628,458
C1015527407,459
C1015529677,460
C1015539383,461
C1015539793,462
C1015543092,463
C1015545330,464
C1015593003,465
C1015594741,466
C1015631511,467
C1015650621,468
C1015655716,469
C1015658596,470
C1015659282,471
C1015676376,472
C1015706015,473
C1015710531,474
C101571284,475
C1015799271,476
C1015829779,477
C1015859195,478
C1015888117,479
C1015974397,480
C101601906,481
C1016064173,482
C1016066549,483
C1016130871,484
C1016138445,485
C1016232199,486
C1016262410,487
C1016316711,488
C101649500,489
C1016591849,490
C1016602486,491
C1016622598,492
C1016625178,493
C1016633682,494
C1016635754,495
C1016654505,496
C1016689071,497
C1016854117,498
C1016856028,499
C1016859681,500
C1016865407,501
C1016878589,502
C1016893688,503
C1016893923,504
C1017007160,505
C1017017207,506
C1017098131,507
C1017298527,508
C1017351741,509
C1017445843,510
C1017472170,511
C1017477886,512
C1017502292,513
C1017526396,514
C1017546696,515
C1017648023,516
C1017653240,517
C1017668876,518
C1017733867,519
C1017750523,520
C1017767725,521
C1017777991,522
C1017792343,523
C1017806670,524
C1017930085,525
C1017951597,526
C1017957491,527
C1017980078,528
C10179833,529
C1017997535,530
C1018053350,531
C1018094504,532
C1018099286,533
C1018150243,534
C1018206003,535
C1018262491,536
C1018281638,537
C1018298342,538
C1018344158,539
C101835842,540
C1018362313,541
C1018372976,542
C1018376588,543
C1018394275,544
C1018405878,545
C1018466593,546
C1018553900,547
C1018562129,548
C1018579268,549
C101859259,550
C1018592610,551
C1018618094,552
C1018684352,553
C1018742990,554
C1018883805,555
C1018994493,556
C1019098496,557
C1019192512,558
C1019227219,559
C1019378356,560
C1019397304,561
C1019416046,562
C1019449674,563
C1019450136,564
C1019474231,565
C101954560,566
C1019560076,567
C1019562230,568
C1019593860,569
C1019595265,570
C1019613931,571
C1019626880,572
C1019627008,573
C1019636172,574
C1019670582,575
C1019689012,576
C1019725462,577
C1019732065,578
C1019751971,579
C1019762127,580
C1019879798,581
C101989566,582
C1019938955,583
C1019939750,584
C1019958972,585
C1020021920,586
C1020193304,587
C1020215598,588
C1020235795,589
C1020242976,590
C102027291,591
C1020281266,592
C1020282469,593
C1020321556,594
C102039074,595
C1020460349,596
C1020495493,597
C1020550328,598
C102060618,599
C1020614711,600
C102063425,601
C1020648212,602
C1020658583,603
C1020692800,604
C1020749201,605
C1020763415,606
C1020775060,607
C1020804469,608
C1020839933,609
C1020929764,610
C1020982680,611
C1021000466,612
C102100768,613
C102103410,614
C1021071701,615
C1021093812,616
C1021135856,617
C1021138110,618
C102115495,619
C1021174238,620
C1021339581,621
C1021367278,622
C1021404356,623
C1021450457,624
C1021493957,625
C1021495937,626
C1021512771,627
C1021561829,628
C1021565761,629
C1021623816,630
C1021635394,631
C1021642330,632
C1021656938,633
C1021778875,634
C1021790512,635
C1021845700,636
C1021853943,637
C1021915913,638
C1021978448,639
C1022023283,640
C102206571,641
C1022094457,642
C1022153274,643
C1022191553,644
C1022200690,645
C1022206784,646
C1022224047,647
C1022235105,648
C1022249393,649
C1022269511,650
C1022290506,651
C1022326110,652
C1022349517,653
C1022357267,654
C1022388737,655
C1022473723,656
C1022518697,657
C1022524150,658
C1022525009,659
C1022566663,660
C1022583148,661
C1022599326,662
C1022626125,663
C1022631933,664
C1022641287,665
C1022647509,666
C1022657076,667
C1022665407,668
C1022680775,669
C1022743922,670
C1022812559,671
C1022823162,672
C1022866797,673
C1022896347,674
C1022932693,675
C1022992417,676
C1023055017,677
C1023063405,678
C102318785,679
C1023221822,680
C1023227179,681
C1023282550,682
C1023311536,683
C1023314039,684
C1023426865,685
C1023447740,686
C1023460014,687
C1023505879,688
C1023525633,689
C1023535667,690
C1023560447,691
C102358919,692
C1023598271,693
C1023606628,694
C1023620179,695
C1023627009,696
C1023659329,697
C1023670506,698
C1023683887,699
C1023714065,700
C1023791416,701
C1023802387,702
C1023811469,703
C1023818098,704
C1023869960,705
C1023892847,706
C1023931152,707
C1023932664,708
C1023969133,709
C1023986366,710
C1024093620,711
C1024196101,712
C1024213074,713
C1024235404,714
C1024254289,715
C1024344659,716
C1024428028,717
C1024478363,718
C1024533330,719
C1024687347,720
C1024701091,721
C1024765094,722
C1024816709,723
C1024818788,724
C1024904956,725
C1024944468,726
C1024954373,727
C102498537,728
C10249994,729
C1025031603,730
C1025229327,731
C1025266421,732
C1025305217,733
C1025315543,734
C102537461,735
C1025435721,736
C1025470052,737
C1025530795,738
C1025532158,739
C102564126,740
C1025652280,741
C1025660238,742
C1025723311,743
C1025724697,744
C1025755266,745
C1025758969,746
C1025786379,747
C1025822302,748
C1025857824,749
C1025860629,750
C1025940167,751
C1025979136,752
C1026066400,753
C1026116827,754
C1026134931,755
C1026138669,756
C1026194794,757
C1026199355,758
C1026199727,759
C102620600,760
C1026266466,761
C1026280121,762
C1026319658,763
C102639717,764
C1026423908,765
C1026425196,766
C1026483832,767
C1026501560,768
C1026553257,769
C1026553658,770
C1026591449,771
C1026609922,772
C1026701722,773
C1026703333,774
C1026856292,775
C1026884475,776
C1027017168,777
C1027043112,778
C1027043712,779
C1027064717,780
C1027069251,781
C1027119692,782
C1027158270,783
C1027216079,784
C1027217776,785
C1027240158,786
C102728008,787
C1027296777,788
C1027307226,789
C1027319653,790
C1027347651,791
C1027377263,792
C1027409654,793
C1027427266,794
C1027460625,795
C1027569178,796
C1027576225,797
C1027642264,798
C1027646388,799
C1027653781,800
C1027662086,801
C1027662260,802
C1027675253,803
C1027706481,804
C1027721363,805
C1027758335,806
C102776689,807
C1027777283,808
C1027789262,809
C1027949271,810
C1027968184,811
C1027992087,812
C1028027704,813
C1028051411,814
C1028135144,815
C1028145537,816
C1028152017,817
C1028214417,818
C1028218889,819
C1028315477,820
C1028376952,821
C1028403599,822
C102843964,823
C1028448378,824
C1028457056,825
C1028472807,826
C1028499479,827
C1028508464,828
C1028515820,829
C1028526469,830
C1028574311,831
C1028634655,832
C1028661892,833
C102873140,834
C1028745388,835
C1028826751,836
C1028850177,837
C1028875933,838
C1028901957,839
C1028951029,840
C1028957060,841
C1029066974,842
C1029074037,843
C1029125570,844
C1029126225,845
C1029128976,846
C102913385,847
C1029181903,848
C1029194183,849
C102927588,850
C102932163,851
C1029337661,852
C1029339942,853
C1029456348,854
C1029462993,855
C1029472813,856
C102947379,857
C1029572394,858
C102965592,859
C1029664386,860
C1029733685,861
C1029739290,862
C1029767569,863
C1029898472,864
C1029903759,865
C1029932885,866
C1030068429,867
C1030093739,868
C1030132089,869
C1030175374,870
C1030188609,871
C1030195899,872
C1030218167,873
C1030240625,874
C1030271372,875
C1030273317,876
C1030365737,877
C1030406950,878
C1030436736,879
C1030465164,880
C1030481721,881
C1030508519,882
C1030517074,883
C1030520367,884
C1030560519,885
C1030575591,886
C1030585639,887
C1030650572,888
C1030702554,889
C1030706332,890
C1030783476,891
C1030810806,892
C1030849096,893
C1030937389,894
C1030950065,895
C103096827,896
C1031021961,897
C1031137654,898
C103119107,899
C1031244205,900
C1031284227,901
C1031311923,902
C1031335141,903
C1031343468,904
C1031400452,905
C103142409,906
C1031448423,907
C1031450851,908
C1031496173,909
C1031538077,910
C103155055,911
C1031586763,912
C1031639563,913
C1031721839,914
C10317590,915
C103178231,916
C1031789648,917
C1031832828,918
C1031841806,919
C1031948877,920
C1031968647,921
C1032080760,922
C1032122643,923
C1032130547,924
C1032194669,925
C1032303625,926
C1032339518,927
C1032442702,928
C1032508313,929
C1032527124,930
C1032551150,931
C1032554639,932
C1032560110,933
C1032568028,934
C1032575105,935
C1032621218,936
C1032646412,937
C1032656803,938
C1032689422,939
C1032723059,940
C1032793514,941
C1032859149,942
C1032867484,943
C1032870610,944
C1032885256,945
C1032901093,946
C1032932530,947
C1032959800,948
C1032966283,949
C1032986144,950
C1033007477,951
C1033045483,952
C1033092273,953
C1033215476,954
C1033237198,955
C1033304734,956
C1033348658,957
C1033383756,958
C1033403,959
C103340768,960
C1033476012,961
C1033481206,962
C1033489476,963
C1033538452,964
C103357744,965
C1033654119,966
C1033654813,967
C1033660920,968
C1033850902,969
C1033880954,970
C1033887610,971
C1033902090,972
C1033905669,973
C1033972644,974
C1033985040,975
C1033997519,976
C103415428,977
C1034314995,978
C1034319872,979
C1034327311,980
C1034355105,981
C1034382650,982
C1034399668,983
C1034461954,984
C1034584766,985
C1034606701,986
C1034629902,987
C1034636392,988
C1034673425,989
C1034700208,990
C1034730253,991
C1034763928,992
C1034818515,993
C1034858264,994
C1034899044,995
C1034902119,996
C1034948934,997
C1035025801,998
C103508443,999
C1035130833,1000
C1035219650,1001
C1035231308,1002
C1035254345,1003
C1035358028,1004
C1035423830,1005
C1035457420,1006
C1035554834,1007
C1035611659,1008
C103564846,1009
C1035656252,1010
C1035668660,1011
C1035671179,1012
C1035693422,1013
C1035759193,1014
C1035781898,1015
C1035848088,1016
C1035931638,1017
C1035962019,1018
C1036039175,1019
C1036106397,1020
C1036138670,1021
C1036245027,1022
C1036263854,1023
C1036319299,1024
C1036331914,1025
C1036344446,1026
C103634455,1027
C1036381071,1028
C1036412587,1029
C1036454560,1030
C1036484596,1031
C1036542489,1032
C103654405,1033
C1036559504,1034
C1036578398,1035
C103662278,1036
C1036716284,1037
C1036807778,1038
C1036938069,1039
C1036971139,1040
C1037000742,1041
C1037006747,1042
C1037032869,1043
C1037045436,1044
C1037064057,1045
C1037079113,1046
C1037163664,1047
C103717963,1048
C1037201686,1049
C103720977,1050
C1037242711,1051
C103725336,1052
C1037255477,1053
C1037461203,1054
C1037463541,1055
C1037475674,1056
C1037492828,1057
C1037521082,1058
C103755956,1059
C1037572328,1060
C1037648638,1061
C1037666419,1062
C1037673690,1063
C1037690439,1064
C1037746358,1065
C1037769799,1066
C1037793103,1067
C1037799296,1068
C1037850242,1069
C1037851253,1070
C103787801,1071
C103788407,1072
C1037963083,1073
C1037983544,1074
C10380027,1075
C103804097,1076
C1038119519,1077
C1038126211,1078
C1038157168,1079
C1038158926,1080
C103819483,1081
C1038212658,1082
C1038357137,1083
C1038360464,1084
C1038391408,1085
C1038403227,1086
C1038434218,1087
C1038479778,1088
C1038492925,1089
C103850121,1090
C1038524981,1091
C1038537221,1092
C1038639700,1093
C1038678108,1094
C1038734507,1095
C1038753484,1096
C1038754310,1097
C1038775645,1098
C1038788856,1099
C1038820134,1100
C1038854542,1101
C1038879012,1102
C1038892935,1103
C1038907896,1104
C1038993290,1105
C1038993592,1106
C1038998461,1107
C1039000314,1108
C1039019874,1109
C1039082143,1110
C1039124708,1111
C1039125481,1112
C1039138482,1113
C1039155377,1114
C1039159201,1115
C1039162432,1116
C1039206407,1117
C1039267019,1118
C1039302738,1119
C1039316591,1120
C1039324808,1121
C1039352074,1122
C1039375562,1123
C1039378936,1124
C1039430915,1125
C1039486933,1126
C1039556106,1127
C1039683798,1128
C1039704280,1129
C1039706086,1130
C1039713257,1131
C1039732747,1132
C1039759545,1133
C1039813787,1134
C1039832551,1135
C1039840203,1136
C1039865382,1137
C1039960084,1138
C103996481,1139
C1039993466,1140
C1040006847,1141
C1040066455,1142
C1040118283,1143
C1040118365,1144
C104012589,1145
C1040129681,1146
C1040186958,1147
C1040188763,1148
C1040240917,1149
C104029024,1150
C1040295895,1151
C1040300520,1152
C1040377626,1153
C1040390983,1154
C1040394302,1155
C1040397978,1156
C1040420358,1157
C1040421283,1158
C1040456508,1159
C1040459474,1160
C1040460224,1161
C1040521891,1162
C1040527515,1163
C1040556721,1164
C1040580772,1165
C1040657300,1166
C1040689511,1167
C1040733616,1168
C1040739221,1169
C1040786083,1170
C1040847151,1171
C1040937245,1172
C1040954798,1173
C1040967881,1174
C1040983632,1175
C1040993065,1176
C1041053446,1177
C1041077862,1178
C1041117256,1179
C1041162656,1180
C104119411,1181
C1041207,1182
C1041236935,1183
C1041292312,1184
C1041325211,1185
C1041357826,1186
C104136534,1187
C1041381648,1188
C1041427071,1189
C1041507719,1190
C1041552272,1191
C1041600315,1192
C1041638599,1193
C1041645522,1194
C1041664164,1195
C1041684328,1196
C1041687077,1197
C1041735841,1198
C1041739954,1199
C1041743907,1200
C1041778507,1201
C1041789253,1202
C1041833874,1203
C1041863380,1204
C1042002671,1205
C104201481,1206
C1042105438,1207
C1042144345,1208
C1042204909,1209
C1042292342,1210
C1042366725,1211
C1042375545,1212
C1042381815,1213
C1042417976,1214
C1042487125,1215
C1042535455,1216
C1042555191,1217
C104261836,1218
C1042643178,1219
C104264975,1220
C104268516,1221
C10427468,1222
C1042747855,1223
C1042772649,1224
C1042792579,1225
C1042821651,1226
C1042860192,1227
C1042863993,1228
C1042864846,1229
C1042891691,1230
C1042964054,1231
C1043012353,1232
C1043056709,1233
C1043059881,1234
C1043080274,1235
C1043086023,1236
C1043260983,1237
C1043261433,1238
C1043358826,1239
C1043377872,1240
C1043378345,1241
C1043407729,1242
C1043520173,1243
C1043535321,1244
C1043639521,1245
C1043672279,1246
C1043689174,1247
C1043695091,1248
C1043761051,1249
C1043796104,1250
C1043822951,1251
C1043861081,1252
C1043870161,1253
C1043895238,1254
C1043895502,1255
C1043902577,1256
C1043984524,1257
C1043990443,1258
C1044082349,1259
C1044117371,1260
C1044148399,1261
C1044174590,1262
C1044199120,1263
C1044329505,1264
C1044442531,1265
C1044472558,1266
C104452795,1267
C104457093,1268
C1044572884,1269
C1044620641,1270
C1044840677,1271
C1044867202,1272
C104489489,1273
C1044914752,1274
C1044979349,1275
C1045018336,1276
C1045130048,1277
C1045186833,1278
C1045258317,1279
C1045368778,1280
C1045377423,1281
C1045401240,1282
C1045402415,1283
C104541412,1284
C1045463246,1285
C1045479965,1286
C1045515924,1287
C1045587390,1288
C1045669465,1289
C1045674828,1290
C1045678693,1291
C1045731788,1292
C1045836435,1293
C1045869053,1294
C1045902400,1295
C1045909404,1296
C1045926266,1297
C1045927584,1298
C1045985568,1299
C1046009438,1300
C1046032894,1301
C1046034310,1302
C1046037460,1303
C1046044067,1304
C1046056441,1305
C1046102247,1306
C104615190,1307
C1046155833,1308
C1046160944,1309
C1046162586,1310
C1046175042,1311
C1046211253,1312
C1046255816,1313
C1046328368,1314
C1046359827,1315
C1046363859,1316
C1046391668,1317
C1046401236,1318
C1046456678,1319
C1046473705,1320
C104649967,1321
C1046501190,1322
C1046528271,1323
C1046533670,1324
C1046647405,1325
C1046648414,1326
C1046665019,1327
C1046665259,1328
C1046683703,1329
C1046686721,1330
C1046702013,1331
C104678309,1332
C1046801601,1333
C104685310,1334
C1046856599,1335
C1046869880,1336
C1046887907,1337
C1046898009,1338
C1047025651,1339
C1047072250,1340
C104716441,1341
C1047181691,1342
C1047226879,1343
C1047247558,1344
C1047280382,1345
C1047286918,1346
C1047293147,1347
C1047339359,1348
C1047418291,1349
C1047497707,1350
C1047512213,1351
C1047565139,1352
C1047595442,1353
C1047634424,1354
C1047636536,1355
C1047690991,1356
C1047698758,1357
C1047699111,1358
C104771571,1359
C1047719887,1360
C1047760180,1361
C1047802357,1362
C1047821653,1363
C1047847300,1364
C1047857672,1365
C104788174,1366
C1047895608,1367
C1047934137,1368
C1047959406,1369
C1048018130,1370
C104803851,1371
C1048043018,1372
C1048128739,1373
C1048133811,1374
C1048135485,1375
C104826203,1376
C1048288523,1377
C1048313208,1378
C1048332309,1379
C1048397194,1380
C1048398852,1381
C1048421579,1382
C1048473976,1383
C1048487927,1384
C1048512779,1385
C1048542418,1386
C1048575018,1387
C1048586016,1388
C1048652627,1389
C1048661237,1390
C1048712791,1391
C1048743606,1392
C1048761012,1393
C1048785778,1394
C1048787487,1395
C1048810556,1396
C1048855692,1397
C1048871897,1398
C1048874824,1399
C1048877829,1400
C1048923726,1401
C1048928512,1402
C104893413,1403
C1048969567,1404
C1048997868,1405
C1049000835,1406
C1049001133,1407
C1049089498,1408
C1049104984,1409
C104912388,1410
C1049201974,1411
C1049202430,1412
C1049204172,1413
C1049211281,1414
C1049228732,1415
C1049312121,1416
C104937622,1417
C1049467862,1418
C1049491402,1419
C1049553497,1420
C10495702,1421
C1049590050,1422
C1049605579,1423
C1049661557,1424
C1049710155,1425
C1049726373,1426
C104974897,1427
C1049794757,1428
C1049804269,1429
C1049808291,1430
C1049817027,1431
C1049825659,1432
C1049828048,1433
C1049852209,1434
C1049928932,1435
C104993916,1436
C1049952138,1437
C104996285,1438
C1050019994,1439
C105002686,1440
C1050053910,1441
C1050090453,1442
C1050120100,1443
C1050165504,1444
C1050196275,1445
C1050198088,1446
C105019819,1447
C1050267126,1448
C1050304621,1449
C1050330431,1450
C1050360636,1451
C1050362122,1452
C1050406642,1453
C1050417216,1454
C1050434890,1455
C1050463999,1456
C1050483908,1457
C1050573424,1458
C1050581728,1459
C1050639308,1460
C1050725351,1461
C1050758685,1462
C1050768030,1463
C1050789203,1464
C1050802885,1465
C1050867502,1466
C1050924781,1467
C1050971191,1468
C1050991813,1469
C1051054334,1470
C1051057049,1471
C1051061138,1472
C1051088644,1473
C1051094583,1474
C1051138057,1475
C1051166067,1476
C1051187510,1477
C1051210725,1478
C1051223464,1479
C1051225260,1480
C1051243697,1481
C1051265047,1482
C1051294099,1483
C1051304081,1484
C1051423598,1485
C105143994,1486
C1051471498,1487
C1051547807,1488
C105154953,1489
C1051589563,1490
C1051707374,1491
C1051741305,1492
C1051744868,1493
C1051745217,1494
C105175853,1495
C1051771344,1496
C1051786632,1497
C1051790969,1498
C1051897974,1499
C1051930861,1500
C1051948670,1501
C105198636,1502
C1052005066,1503
C1052097307,1504
C1052117080,1505
C1052127672,1506
C1052170153,1507
C1052201159,1508
C1052245880,1509
C1052247420,1510
C1052249309,1511
C1052251218,1512
C1052259632,1513
C1052269967,1514
C1052373547,1515
C1052388857,1516
C105240672,1517
C1052410173,1518
C1052418876,1519
C1052493366,1520
C1052497164,1521
C1052500441,1522
C1052552227,1523
C1052573625,1524
C1052646698,1525
C1052648686,1526
C1052715109,1527
C1052768296,1528
C1052794011,1529
C1052798573,1530
C1052808716,1531
C1052842393,1532
C1052869742,1533
C1052926854,1534
C1052980188,1535
C1053035032,1536
C1053038179,1537
C1053052508,1538
C1053106531,1539
C1053129559,1540
C1053136158,1541
C1053202467,1542
C105321150,1543
C1053212607,1544
C1053225969,1545
C1053273441,1546
C1053338766,1547
C105334416,1548
C1053372832,1549
C1053439564,1550
C1053479225,1551
C1053496634,1552
C1053574737,1553
C1053589857,1554
C1053627982,1555
C1053632127,1556
C1053633732,1557
C1053744929,1558
C1053859156,1559
C1053934227,1560
C1053967012,1561
C1053982537,1562
C1053988923,1563
C1053991692,1564
C1054007528,1565
C1054031932,1566
C1054041144,1567
C1054046241,1568
C1054070300,1569
C1054074477,1570
C1054101435,1571
C1054174895,1572
C1054183016,1573
C1054185728,1574
C1054198002,1575
C1054204284,1576
C1054224927,1577
C1054229371,1578
C1054234165,1579
C1054254583,1580
C1054265918,1581
C1054334320,1582
C1054378603,1583
C1054410157,1584
C1054539203,1585
C1054542265,1586
C1054581915,1587
C1054594341,1588
C1054632528,1589
C1054698304,1590
C1054753422,1591
C1054778873,1592
C1054807547,1593
C1054896013,1594
C1054909747,1595
C1054913783,1596
C1054953555,1597
C105499152,1598
C1055016558,1599
C10550299,1600
C1055054438,1601
C1055104416,1602
C1055106802,1603
C1055201822,1604
C105527648,1605
C1055283674,1606
C1055300312,1607
C1055396980,1608
C1055601039,1609
C105562336,1610
C1055635516,1611
C1055767600,1612
C1055844735,1613
C1055910384,1614
C1056028883,1615
C1056070550,1616
C1056094437,1617
C1056104691,1618
C1056123876,1619
C1056149135,1620
C1056152403,1621
C1056182222,1622
C1056195569,1623
C1056204617,1624
C1056322628,1625
C1056355655,1626
C1056381974,1627
C105639794,1628
C1056439044,1629
C1056492157,1630
C1056516786,1631
C105653571,1632
C1056608908,1633
C1056630417,1634
C1056694486,1635
C1056746716,1636
C1056781058,1637
C1056790461,1638
C1056838736,1639
C1057000374,1640
C1057017107,1641
C1057042345,1642
C1057102665,1643
C1057152052,1644
C1057161751,1645
C1057291015,1646
C1057297172,1647
C1057307776,1648
C1057444272,1649
C1057468716,1650
C1057507014,1651
C105751207,1652
C1057536277,1653
C1057565341,1654
C1057569470,1655
C1057601666,1656
C1057696603,1657
C1057707545,1658
C1057723403,1659
C1057763071,1660
C1057776136,1661
C1057841208,1662
C1057843012,1663
C1057887196,1664
C1057935384,1665
C1057998330,1666
C1058101344,1667
C1058105674,1668
C1058146925,1669
C1058195031,1670
C105822109,1671
C1058222432,1672
C1058238991,1673
C1058242013,1674
C1058322916,1675
C1058548610,1676
C1058556900,1677
C1058561002,1678
C105856166,1679
C105862707,1680
