node,degree,pagerank,clustering_coeff,tx_count,total_amount,avg_amount,max_amount,std_amount,tx_frequency
240,1,8e-06,0,1.0,27863.15,27863.15,27863.15,0.0,1.0
241,1,8e-06,0,1.0,59100.25,59100.25,59100.25,0.0,1.0
242,1,1.3e-05,0,1.0,11786.26,11786.26,11786.26,0.0,1.0
243,1,8e-06,0,1.0,2106899.77,2106899.77,2106899.77,0.0,1.0
244,1,8e-06,0,1.0,611748.9,611748.9,611748.9,0.0,1.0
245,1,9e-06,0,1.0,71161.62,71161.62,71161.62,0.0,1.0
246,1,1.3e-05,0,1.0,4625.32,4625.32,4625.32,0.0,1.0
247,1,1.3e-05,0,1.0,7662.35,7662.35,7662.35,0.0,1.0
248,1,1.3e-05,0,1.0,14203.72,14203.72,14203.72,0.0,1.0
249,1,8e-06,0,1.0,106692.19,106692.19,106692.19,0.0,1.0
250,1,1.3e-05,0,1.0,88963.54,88963.54,88963.54,0.0,1.0
251,1,1.3e-05,0,1.0,9399.13,9399.13,9399.13,0.0,1.0
252,1,8e-06,0,1.0,112554.77,112554.77,112554.77,0.0,1.0
253,1,8e-06,0,1.0,277736.81,277736.81,277736.81,0.0,1.0
254,1,1.3e-05,0,1.0,2673.33,2673.33,2673.33,0.0,1.0
255,1,1.3e-05,0,1.0,3872.34,3872.34,3872.34,0.0,1.0
256,1,1.3e-05,0,1.0,3181.12,3181.12,3181.12,0.0,1.0
257,1,9e-06,0,1.0,60959.2,60959.2,60959.2,0.0,1.0
258,1,1.3e-05,0,1.0,1593.37,1593.37,1593.37,0.0,1.0
259,1,8e-06,0,1.0,36833.57,36833.57,36833.57,0.0,1.0
260,1,9e-06,0,1.0,375459.77,375459.77,375459.77,0.0,1.0
261,1,9e-06,0,1.0,106141.58,106141.58,106141.58,0.0,1.0
262,1,1.3e-05,0,1.0,144.78,144.78,144.78,0.0,1.0
263,1,1.3e-05,0,1.0,1781.37,1781.37,1781.37,0.0,1.0
264,1,9e-06,0,1.0,204307.03,204307.03,204307.03,0.0,1.0
265,1,1.3e-05,0,1.0,20851.73,20851.73,20851.73,0.0,1.0
266,1,1.3e-05,0,1.0,4018.12,4018.12,4018.12,0.0,1.0
267,1,1.3e-05,0,1.0,2738.86,2738.86,2738.86,0.0,1.0
268,1,1.3e-05,0,1.0,8184.96,8184.96,8184.96,0.0,1.0
269,1,1.3e-05,0,1.0,15459.95,15459.95,15459.95,0.0,1.0
270,1,1.3e-05,0,1.0,14143.1,14143.1,14143.1,0.0,1.0
271,1,8e-06,0,1.0,394.24,394.24,394.24,0.0,1.0
272,1,9e-06,0,1.0,5000.03,5000.03,5000.03,0.0,1.0
273,1,9e-06,0,1.0,178493.79,178493.79,178493.79,0.0,1.0
274,1,8e-06,0,1.0,290975.16,290975.16,290975.16,0.0,1.0
275,1,1e-05,0,1.0,229222.84,229222.84,229222.84,0.0,1.0
276,1,1.3e-05,0,1.0,29954.16,29954.16,29954.16,0.0,1.0
277,1,8e-06,0,1.0,254604.06,254604.06,254604.06,0.0,1.0
278,1,8e-06,0,1.0,28344.03,28344.03,28344.03,0.0,1.0
279,1,8e-06,0,1.0,294446.61,294446.61,294446.61,0.0,1.0
280,1,8e-06,0,1.0,137297.96,137297.96,137297.96,0.0,1.0
281,1,9e-06,0,1.0,459340.75,459340.75,459340.75,0.0,1.0
282,1,1.3e-05,0,1.0,8218.42,8218.42,8218.42,0.0,1.0
283,8,4.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
284,1,1.3e-05,0,1.0,2432.88,2432.88,2432.88,0.0,1.0
285,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
286,1,9e-06,0,1.0,4599.02,4599.02,4599.02,0.0,1.0
287,1,9e-06,0,1.0,186015.31,186015.31,186015.31,0.0,1.0
288,1,1e-05,0,1.0,188406.69,188406.69,188406.69,0.0,1.0
289,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
290,1,1.3e-05,0,1.0,13614.06,13614.06,13614.06,0.0,1.0
291,1,8e-06,0,1.0,261389.06,261389.06,261389.06,0.0,1.0
292,1,1.3e-05,0,1.0,50645.06,50645.06,50645.06,0.0,1.0
293,1,8e-06,0,1.0,611874.69,611874.69,611874.69,0.0,1.0
294,1,9e-06,0,1.0,1309267.06,1309267.06,1309267.06,0.0,1.0
295,1,1.3e-05,0,1.0,13631.14,13631.14,13631.14,0.0,1.0
296,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
297,1,8e-06,0,1.0,204691.97,204691.97,204691.97,0.0,1.0
298,7,4.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
299,1,1.3e-05,0,1.0,6548.13,6548.13,6548.13,0.0,1.0
300,1,9e-06,0,1.0,184753.29,184753.29,184753.29,0.0,1.0
301,1,1.3e-05,0,1.0,23219.09,23219.09,23219.09,0.0,1.0
302,1,9e-06,0,1.0,61627.51,61627.51,61627.51,0.0,1.0
303,1,9e-06,0,1.0,162381.29,162381.29,162381.29,0.0,1.0
304,7,4.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
305,1,8e-06,0,1.0,115517.41,115517.41,115517.41,0.0,1.0
306,1,9e-06,0,1.0,444819.28,444819.28,444819.28,0.0,1.0
307,1,8e-06,0,1.0,1306489.06,1306489.06,1306489.06,0.0,1.0
308,1,1.3e-05,0,1.0,1899.68,1899.68,1899.68,0.0,1.0
309,1,1.3e-05,0,1.0,78356.2,78356.2,78356.2,0.0,1.0
310,1,8e-06,0,1.0,56656.62,56656.62,56656.62,0.0,1.0
311,1,1.3e-05,0,1.0,10237.24,10237.24,10237.24,0.0,1.0
312,1,1.3e-05,0,1.0,9690.1,9690.1,9690.1,0.0,1.0
313,1,1.3e-05,0,1.0,6804.77,6804.77,6804.77,0.0,1.0
314,1,1.3e-05,0,1.0,7495.61,7495.61,7495.61,0.0,1.0
315,1,1.3e-05,0,1.0,3009.68,3009.68,3009.68,0.0,1.0
316,1,8e-06,0,1.0,134867.39,134867.39,134867.39,0.0,1.0
317,1,1.3e-05,0,1.0,231559.67,231559.67,231559.67,0.0,1.0
318,1,9e-06,0,1.0,2801.7,2801.7,2801.7,0.0,1.0
319,5,3.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
320,1,8e-06,0,1.0,356120.67,356120.67,356120.67,0.0,1.0
321,1,1.3e-05,0,1.0,9525.72,9525.72,9525.72,0.0,1.0
322,1,8e-06,0,1.0,213364.71,213364.71,213364.71,0.0,1.0
323,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
324,1,1.3e-05,0,1.0,8401.16,8401.16,8401.16,0.0,1.0
325,1,1.3e-05,0,1.0,3397.73,3397.73,3397.73,0.0,1.0
326,1,1.3e-05,0,1.0,14312.17,14312.17,14312.17,0.0,1.0
327,1,1.3e-05,0,1.0,9386.08,9386.08,9386.08,0.0,1.0
328,1,8e-06,0,1.0,12154.7,12154.7,12154.7,0.0,1.0
329,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
330,1,9e-06,0,1.0,90461.58,90461.58,90461.58,0.0,1.0
331,1,9e-06,0,1.0,519038.33,519038.33,519038.33,0.0,1.0
332,1,1.3e-05,0,1.0,147044.22,147044.22,147044.22,0.0,1.0
333,1,8e-06,0,1.0,41295.56,41295.56,41295.56,0.0,1.0
334,1,8e-06,0,1.0,431189.71,431189.71,431189.71,0.0,1.0
335,1,9e-06,0,1.0,72950.37,72950.37,72950.37,0.0,1.0
336,1,1.3e-05,0,1.0,4581.0,4581.0,4581.0,0.0,1.0
337,1,1.3e-05,0,1.0,23688.66,23688.66,23688.66,0.0,1.0
338,1,1.3e-05,0,1.0,22517.68,22517.68,22517.68,0.0,1.0
339,1,1.3e-05,0,1.0,5207.88,5207.88,5207.88,0.0,1.0
340,1,1e-05,0,1.0,266010.68,266010.68,266010.68,0.0,1.0
341,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
342,1,1.3e-05,0,1.0,7374.26,7374.26,7374.26,0.0,1.0
343,1,1.3e-05,0,1.0,9250.02,9250.02,9250.02,0.0,1.0
344,1,8e-06,0,1.0,266091.13,266091.13,266091.13,0.0,1.0
345,1,1.3e-05,0,1.0,12123.91,12123.91,12123.91,0.0,1.0
346,1,1.3e-05,0,1.0,2840.84,2840.84,2840.84,0.0,1.0
347,1,8e-06,0,1.0,297772.67,297772.67,297772.67,0.0,1.0
348,1,1.3e-05,0,1.0,7022.39,7022.39,7022.39,0.0,1.0
349,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
350,1,1.3e-05,0,1.0,17687.49,17687.49,17687.49,0.0,1.0
351,1,9e-06,0,1.0,152280.57,152280.57,152280.57,0.0,1.0
352,1,8e-06,0,1.0,198443.49,198443.49,198443.49,0.0,1.0
353,1,1e-05,0,1.0,193366.77,193366.77,193366.77,0.0,1.0
354,1,9e-06,0,1.0,221209.75,221209.75,221209.75,0.0,1.0
355,1,9e-06,0,1.0,454129.14,454129.14,454129.14,0.0,1.0
356,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
357,1,9e-06,0,1.0,2633.88,2633.88,2633.88,0.0,1.0
